url,title,mood_tags,character,stack,host,static_or_dynamic,why_note,nsfw,source
https://www.brainpickings.org,"Brain Pickings",think;learn,modern_indie,wordpress,,,"The former name of The Marginalian's archive — a vast web of literary and scientific wonder.",false,"blog roll"
https://everyuuid.com,"Every UUID",waste_time,modern_indie,,,static,"A site that lets you 'browse' all 340 undecillion UUIDs — beautifully pointless engineering.",false,"HN Show HN"
https://www.windows93.net,"Windows 93",waste_time,modern_indie,,,,"A surreal parody OS that runs in your browser, full of hidden apps and internet-art jokes.",false,"net art"
https://pointerpointer.com,"Pointer Pointer",waste_time,modern_indie,,,,"Move your cursor and a photo of someone pointing exactly at it appears — perfect useless delight.",false,"useless web"
https://theuselessweb.com,"The Useless Web",waste_time,modern_indie,static_html,netlify,static,"One button that throws you at a random gloriously pointless website — serendipity as a service.",false,"useless web"
https://cat-bounce.com,"Cat Bounce",waste_time,modern_indie,,,,"Physics-enabled cats rain down and bounce on your screen. That is the entire site.",false,"useless web"
https://weavesilk.com,"Silk",beautiful;waste_time,modern_indie,,,,"Draw symmetrical, glowing generative art with your mouse — instantly meditative.",false,"generative art"
https://www.patatap.com,"Patatap",beautiful;waste_time,modern_indie,,,,"Press any key for a burst of colour and sound — a synaesthetic instrument in the browser.",false,"net art"
https://stars.chromeexperiments.com,"100,000 Stars",beautiful;learn,modern_indie,,,,"A Google WebGL tour of our stellar neighbourhood — vast, gorgeous and quietly humbling.",false,"Chrome Experiments"
https://neal.fun/deep-sea,"The Deep Sea",learn;beautiful,modern_indie,,,,"Scroll from the surface to the Mariana Trench and meet every creature at its true depth.",false,"HN Show HN"
https://window-swap.com,"WindowSwap",beautiful;waste_time,modern_indie,,aws_s3,static,"Look out of a stranger's window somewhere in the world — a pandemic-born hit of calm.",false,"HN Show HN"
https://radio.garden,"Radio Garden",waste_time;learn,modern_indie,,,static,"Spin a 3D globe and tune into any live local radio station on Earth.",false,"HN Show HN"
https://earth.fm,"Earth.fm",beautiful;useful,modern_indie,gatsby,netlify,static,"A free library of immersive nature field recordings from around the planet.",false,"calm web"
https://www.mynoise.net,"myNoise",useful;beautiful,modern_indie,,,,"Richly configurable background noise generators — from rain to café to Tibetan bowls.",false,"calm web"
https://asoftmurmur.com,"A Soft Murmur",useful,modern_indie,,,static,"Mix rain, thunder, waves and coffee-shop hum into your own ambient soundscape.",false,"calm web"
https://www.rainymood.com,"Rainy Mood",useful,modern_indie,,,,"The original endless-rain website — a decade-plus of helping people focus and sleep.",false,"calm web"
https://drawing.garden,"Drawing Garden",beautiful;waste_time,modern_indie,static_html,github_pages,static,"Drag your mouse to grow flowers and plants with gentle sound — pure generative calm.",false,"net art"
https://bruno-simon.com,"Bruno Simon",beautiful;waste_time,modern_indie,,,,"A WebGL portfolio you drive around as a toy car — the most-shared 'wow' dev site.",false,"Awwwards"
https://lynnandtonic.com,"Lynn Fisher",beautiful;waste_time,modern_indie,static_html,netlify,static,"A personal site that redesigns itself dramatically at every screen width — playful CSS mastery.",false,"personal sites"
https://koaning.io,"Vincent Warmerdam",learn;think,modern_indie,static_html,netlify,static,"Contrarian, practical essays and talks on data science that cut against the hype.",false,"personal sites"
https://maggieappleton.com,"Maggie Appleton",learn;beautiful,modern_indie,astro,vercel,static,"An anthropologist-designer's illustrated digital garden on tools for thought.",false,"digital gardens"
https://andymatuschak.org,"Andy Matuschak",think;learn,modern_indie,,,,"A working-notes site that pioneered public 'evergreen notes' and networked thought.",false,"digital gardens"
https://notes.andymatuschak.org,"Andy Matuschak's Notes",think;learn,modern_indie,,,static,"The actual stacked-notes interface that made digital gardens go mainstream.",false,"digital gardens"
https://tomcritchlow.com,"Tom Critchlow",think,modern_indie,,,,"Essays on strategy, blogging and 'the small web' from a thoughtful independent consultant.",false,"blog roll"
https://www.robinsloan.com,"Robin Sloan",think;beautiful,modern_indie,,,static,"A novelist's warm, weird corner of the web about media, olive oil and the future.",false,"personal sites"
https://craigmod.com,"Craig Mod",think;beautiful,modern_indie,hugo,,static,"Long walks across Japan turned into beautifully-typeset essays and photo pieces.",false,"personal sites"
https://www.gwern.net/index,"Gwern Index",learn;think,minimal_static,,,static,"The site map into Gwern's research warren — start here to get lost productively.",false,"digital gardens"
https://experiments.withgoogle.com,"Google Experiments",beautiful;learn,modern_indie,,,,"A gallery of playful AI, AR and web experiments — always something surprising to try.",false,"Chrome Experiments"
https://www.chromeexperiments.com,"Chrome Experiments",beautiful;learn,modern_indie,,,,"The long-running showcase of what's possible with open web tech in the browser.",false,"Chrome Experiments"
https://css-tricks.com,"CSS-Tricks",learn;useful,modern_indie,,,,"The reference blog a generation of front-end developers grew up learning from.",false,"design web"
https://www.smashingmagazine.com,"Smashing Magazine",learn;useful,modern_indie,static_html,netlify,static,"Deep, practical articles on web design and development, minus the fluff.",false,"design web"
https://a11yproject.com,"The A11Y Project",useful;learn,modern_indie,static_html,netlify,static,"A community-driven, checklist-first guide to making the web accessible to everyone.",false,"design web"
https://www.typewolf.com,"Typewolf",beautiful;useful,modern_indie,,,,"What's trending in type — real-world font pairings curated with an obsessive eye.",false,"design web"
https://fontsinuse.com,"Fonts In Use",beautiful;learn,modern_indie,,,,"An archive documenting typography in the wild, indexed by typeface, industry and era.",false,"design web"
https://www.dafont.com,"DaFont",useful,modern_indie,,,,"The sprawling free-font warehouse every hobbyist designer has raided at least once.",false,"tools web"
https://coolors.co,"Coolors",useful;beautiful,modern_indie,,,,"Hit spacebar to generate colour palettes — the fastest way out of a design rut.",false,"tools web"
https://www.photopea.com,"Photopea",useful,modern_indie,,,,"A full Photoshop-class image editor that runs free in your browser with no signup.",false,"tools web"
https://squoosh.app,"Squoosh",useful,modern_indie,,netlify,static,"Google's in-browser image compressor with live before/after — no upload, all local.",false,"tools web"
https://excalidraw.com,"Excalidraw",useful,modern_indie,,vercel,static,"Hand-drawn-style diagrams that are quick, collaborative and delightfully low-fidelity.",false,"tools web"
https://www.tldraw.com,"tldraw",useful;waste_time,modern_indie,,vercel,static,"An infinite whiteboard that's genuinely fun to doodle on and quietly very powerful.",false,"tools web"
https://regex101.com,"regex101",useful,modern_indie,,,,"Build and debug regular expressions with live explanation — the tool that finally makes regex legible.",false,"tools web"
https://it-tools.tech,"IT Tools",useful,modern_indie,,,static,"A single clean page bundling dozens of dev utilities — encoders, converters, generators.",false,"tools web"
https://gchq.github.io/CyberChef/,"CyberChef",useful,modern_indie,static_html,github_pages,static,"GCHQ's open-source 'cyber swiss-army knife' for encoding, encryption and data wrangling.",false,"GitHub awesome"
https://carbon.now.sh,"Carbon",useful;beautiful,modern_indie,nextjs,vercel,,"Turn source code into gorgeous shareable images — the reason your feed looks so polished.",false,"tools web"
https://ray.so,"Ray.so",useful;beautiful,modern_indie,nextjs,vercel,static,"Another beautiful code-to-image tool from the Raycast team, with tasteful presets.",false,"tools web"
https://tinypng.com,"TinyPNG",useful,modern_indie,nextjs,,static,"Smart lossy PNG/JPEG compression that shrinks images without visibly hurting them.",false,"tools web"
https://www.remove.bg,"remove.bg",useful,modern_indie,,,,"Drop in a photo and get a clean cut-out background in seconds — genuinely magic the first time.",false,"tools web"
https://transform.tools,"Transform",useful,modern_indie,nextjs,vercel,static,"Paste JSON, CSS, GraphQL or SQL and instantly convert between formats and languages.",false,"tools web"
https://www.desmos.com,"Desmos",useful;learn,modern_indie,,,,"A graphing calculator so good and so fast it changed how maths is taught online.",false,"education web"
https://www.geogebra.org,"GeoGebra",useful;learn,modern_indie,nextjs,,static,"Interactive geometry, algebra and calculus — a whole maths lab in the browser.",false,"education web"
https://www.wolframalpha.com,"WolframAlpha",useful;learn,modern_indie,nextjs,,,"A computational knowledge engine that answers questions maths, science and beyond.",false,"reference classics"
https://everytimezone.com,"Every Time Zone",useful,modern_indie,static_html,render,,"A dead-simple horizontal view of time across the world — the remote worker's default tab.",false,"tools web"
https://time.is,"Time.is",useful,modern_indie,,,,"Exact synchronised time anywhere on Earth, plus tidy time-zone comparisons.",false,"tools web"
https://www.random.org,"RANDOM.ORG",useful,modern_indie,,,,"True randomness from atmospheric noise — dice, draws and lists you can actually trust.",false,"reference classics"
https://ninite.com,"Ninite",useful,modern_indie,,,,"Pick your apps, get one installer that sets up a fresh Windows machine painlessly.",false,"tools web"
https://untools.co,"Untools",useful;learn,modern_indie,gatsby,,static,"A tidy collection of thinking tools and mental models for making better decisions.",false,"tools web"
https://sha256algorithm.com,"SHA-256 Animation",learn;beautiful,modern_indie,react_spa,netlify,static,"Watch a SHA-256 hash get computed step by step — cryptography made visible.",false,"HN Show HN"
https://cryptii.com,"Cryptii",useful;learn,modern_indie,,,,"A modular playground for classic and modern ciphers — chain encoders like Lego.",false,"tools web"
https://www.mapcrunch.com,"MapCrunch",waste_time;beautiful,modern_indie,,,,"Get teleported to a random Street View spot on Earth — armchair travel roulette.",false,"useless web"
https://neal.fun/space-elevator,"Space Elevator",learn;waste_time,modern_indie,,,,"Scroll from the ground to geostationary orbit and learn what's at every altitude.",false,"HN Show HN"
https://staggeringbeauty.com,"Staggering Beauty",waste_time,modern_indie,,,,"Shake your mouse and a worm goes berserk — silly, seizure-warning-carrying net art.",false,"useless web"
https://koalastothemax.com,"Koalas to the Max",waste_time;beautiful,modern_indie,,,,"Click to subdivide dots until a hidden image resolves — strangely satisfying.",false,"useless web"
https://paint.js.org,"JS Paint",waste_time;useful,modern_indie,,,,"A pixel-perfect recreation of MS Paint that runs in your browser, dithering and all.",false,"GitHub awesome"
https://www.stumbleupon.com,"StumbleUpon (archive)",think,modern_indie,nextjs,,,"The spiritual ancestor of this whole project — worth studying even in its wound-down state.",false,"project research"
https://neocities.org,"Neocities",waste_time;beautiful,retro_personal,,,,"The modern rebirth of GeoCities — a whole galaxy of hand-made personal homepages.",false,"Neocities"
https://neocities.org/browse,"Neocities Browse",waste_time;beautiful,retro_personal,,,,"The firehose of newly-updated Neocities sites — endless serendipity if you like the old web.",false,"Neocities"
https://yesterweb.org,"The Yesterweb",think;learn,retro_personal,,,,"A community and manifesto for reclaiming the personal, non-corporate web.",false,"small web"
https://sadgrl.online,"Sadgrl Online",beautiful;learn,retro_personal,astro,,static,"A beloved Neocities hub with webmastery tutorials and a famous layout generator.",false,"Neocities"
https://wiby.me,"Wiby",waste_time;think,retro_personal,,,,"A search engine for the old, personal web — hit 'surprise me' for a random vintage page.",false,"Wiby"
https://wiby.me/surprise,"Wiby Surprise",waste_time,retro_personal,,,,"One click drops you on a random hand-made classic-web page. The purest StumbleUpon energy left.",false,"Wiby"
https://href.cool,"href.cool",beautiful;think,retro_personal,,,,"Kicks Condor's hand-sorted directory of the interesting web — a curator's love letter.",false,"small web"
https://indieweb.org,"IndieWeb",learn;think,retro_personal,,,static,"The movement and wiki for owning your own content and identity on the web.",false,"small web"
https://xn--sr8hvo.ws,"IndieWeb Webring 🕸💍",waste_time,retro_personal,,,,"A webring stitching together independent personal sites — click through the neighbourhood.",false,"small web"
https://webring.xxiivv.com,"XXIIVV Webring",beautiful;waste_time,retro_personal,static_html,github_pages,static,"A curated ring of artist and developer sites, each hand-built and worth a wander.",false,"small web"
https://tilde.club,"tilde.club",learn;think,retro_personal,,,,"A shared UNIX server where members build old-school ~username homepages together.",false,"tildeverse"
https://tilde.town,"tilde.town",waste_time;learn,retro_personal,,,static,"A friendly public-access community computer — a whole social world in a terminal.",false,"tildeverse"
https://www.tildeverse.org,"The Tildeverse",learn;think,retro_personal,,,,"The network of tilde communities keeping communal, text-first computing alive.",false,"tildeverse"
https://textfiles.com,"textfiles.com",learn;think,retro_personal,,,,"Jason Scott's vast archive of the text files that were the culture of the BBS era.",false,"digital archives"
https://cameronsworld.net,"Cameron's World",beautiful;waste_time,old_web,,,,"A loving collage assembled from thousands of deleted GeoCities pages — the old web as art.",false,"net art"
https://www.spacejam.com/1996,"Space Jam (1996)",waste_time;beautiful,old_web,,,,"Warner Bros. lovingly preserved the original 1996 Space Jam site, star-field background and all.",false,"web history"
https://www.dolekemp96.org,"Dole/Kemp '96",think;learn,old_web,,,static,"The first US presidential campaign website, kept online unchanged since 1996.",false,"web history"
https://info.cern.ch,"The First Website",learn;think,old_web,,,,"A restoration of the world's first web page, where Tim Berners-Lee explained the WWW.",false,"web history"
https://www.mcsweeneys.net,"McSweeney's Internet Tendency",think;waste_time,old_web,,,,"Dave Eggers' literary humour site, running its plain layout since 1998 and still funny.",false,"web history"
https://www.pcjs.org,"PCjs Machines",learn;waste_time,old_web,static_html,github_pages,static,"Boot real vintage computers (IBM PC, early Macs) emulated right in your browser.",false,"emulation"
https://archive.org,"Internet Archive",useful;learn,old_web,,,,"The Wayback Machine and a bottomless library of old software, books, music and film.",false,"digital archives"
https://oldweb.today,"oldweb.today",learn;waste_time,old_web,static_html,github_pages,static,"Browse the archived web through emulated period browsers — Netscape on a modern machine.",false,"emulation"
https://poolside.fm,"Poolside FM",waste_time;beautiful,retro_personal,,netlify,static,"An 80s-holiday-vibes music player wrapped in a pixel-perfect retro OS interface.",false,"net art"
https://hackertyper.net,"Hacker Typer",waste_time,modern_indie,static_html,github_pages,static,"Mash the keyboard and 'write' Hollywood hacker code — the office-prank classic.",false,"useless web"
https://geocities.restorativland.org,"GeoCities Gallery",beautiful;waste_time,old_web,,,,"A browsable resurrection of GeoCities neighbourhoods from the great archive rescue.",false,"digital archives"
https://theoldnet.com,"The Old Net",waste_time;learn,old_web,,,,"A proxy that serves the archived web reformatted for genuine vintage browsers.",false,"emulation"
https://neonaut.neocities.org,"Neonaut",beautiful;waste_time,retro_personal,,,,"A gorgeous, deeply-crafted Neocities site that shows how far the old-web aesthetic can go.",false,"Neocities"
https://32bit.cafe,"32-Bit Cafe",learn;think,retro_personal,,,,"A welcoming community dedicated to teaching people to build their own personal websites again.",false,"small web"
https://blinkies.cafe,"blinkies.cafe",beautiful;waste_time,retro_personal,,,,"Generate your own animated 'blinkie' graphics — pure 2003 web-button nostalgia, made fresh.",false,"small web"
https://status.cafe,"status.cafe",waste_time;think,retro_personal,,,,"Post a one-line status and a mood — social media shrunk back to something human and tiny.",false,"small web"
https://nekoweb.org,"Nekoweb",beautiful;waste_time,retro_personal,,,,"A newer free host for hand-coded static sites, home to a thriving creative-personal-web scene.",false,"small web"
https://ooh.directory,"ooh.directory",useful;waste_time,retro_personal,,,,"A lovingly-maintained directory of active personal blogs, browsable by topic — start wandering.",false,"blog discovery"
https://blogroll.org,"Blogroll.org",useful;waste_time,retro_personal,,,,"A curated index of independent blogs, built to help you find writing outside the algorithm.",false,"blog discovery"
https://indieblog.page,"IndieBlog.page",waste_time;think,retro_personal,,,,"One button flings you to a random post from an independent blog — StumbleUpon for writing.",false,"blog discovery"
https://theforest.link,"The Forest",waste_time;beautiful,retro_personal,,,,"A hand-tended trail through personal and artistic websites — a curated walk, not a search box.",false,"small web"
https://search.marginalia.nu,"Marginalia Search",useful;think,retro_personal,,,,"A search engine that deliberately favours small, text-heavy, non-commercial sites the big engines bury.",false,"small web"
https://old-search.marginalia.nu,"Marginalia (Old)",useful;think,retro_personal,,,,"The classic Marginalia interface — a random-mode button that surfaces genuinely obscure pages.",false,"small web"
https://searchmysite.net,"searchmysite.net",useful;think,retro_personal,,,,"An open search engine indexing only independent, personally-run websites — no SEO spam by design.",false,"small web"
https://kagi.com/smallweb,"Kagi Small Web",waste_time;beautiful,retro_personal,,,,"A live feed of fresh posts from thousands of small personal blogs, curated by Kagi.",false,"small web"
https://www.are.na,"Are.na",beautiful;think,retro_personal,nextjs,vercel,,"A calm, ad-free tool for collecting and connecting ideas visually — the anti-Pinterest.",false,"creative web"
https://cari.institute,"CARI",learn;beautiful,retro_personal,,,,"The Consumer Aesthetics Research Institute — a serious archive naming the internet's visual eras.",false,"aesthetics web"
https://webneko.net,"Web Neko",waste_time,retro_personal,,,,"Adopt a little cartoon cat that chases your cursor around the page — a beloved old-web widget.",false,"small web"
https://digital.garden,"Digital Garden Directory",learn;useful,retro_personal,,,static,"A directory pointing to dozens of public digital gardens if you want to fall down the note-web.",false,"digital gardens"
https://joshwcomeau.com,"Josh W. Comeau",learn;beautiful,modern_indie,nextjs,vercel,static,"Delightfully interactive front-end tutorials with animations that teach as you scroll.",false,"design web"
https://www.joshwcomeau.com/blog,"Josh Comeau's Blog",learn;beautiful,modern_indie,nextjs,vercel,static,"Some of the best-explained CSS and React writing on the web, packed with live demos.",false,"design web"
https://lea.verou.me,"Lea Verou",learn;think,modern_indie,static_html,netlify,static,"A CSS-standards insider's sharp writing on the language and web design at large.",false,"personal sites"
https://adactio.com,"Adactio",think;learn,minimal_static,,,,"Jeremy Keith's decades-long journal — a steady voice for a humane, resilient web.",false,"blog roll"
https://simonwillison.net,"Simon Willison's Weblog",learn;useful,minimal_static,,,,"A relentless stream of 'today I learned' notes on Python, LLMs and building in the open.",false,"blog roll"
https://blog.jim-nielsen.com,"Jim Nielsen's Blog",learn;think,minimal_static,static_html,netlify,static,"Thoughtful, craft-focused writing on the web platform from an indie designer-developer.",false,"blog roll"
https://frankchimero.com,"Frank Chimero",think;beautiful,minimal_static,static_html,github_pages,static,"A designer's quietly profound essays on making things and paying attention.",false,"personal sites"
https://daringfireball.net,"Daring Fireball",think;useful,minimal_static,,,,"John Gruber's spartan, opinionated Apple-and-media commentary — a blogging institution.",false,"blog roll"
https://kottke.org,"kottke.org",think;waste_time,minimal_static,,,,"One of the oldest blogs still running — a daily miscellany of the genuinely interesting.",false,"blog roll"
https://waxy.org,"Waxy.org",think;waste_time,minimal_static,wordpress,,,"Andy Baio's long-running links blog, a reliable source of net-culture curiosities.",false,"blog roll"
https://pluralistic.net,"Pluralistic",think;learn,minimal_static,wordpress,,,"Cory Doctorow's daily, tracker-free posts on tech, power and 'enshittification'.",false,"blog roll"
https://idlewords.com,"Idle Words",think;learn,minimal_static,,,,"Maciej Cegłowski's razor-sharp, funny talks on tech and society, in plain HTML.",false,"blog roll"
https://www.mcmansionhell.com,"McMansion Hell",learn;waste_time,modern_indie,,,,"Kate Wagner roasts bloated suburban architecture while genuinely teaching you design.",false,"blog roll"
https://tonsky.me,"Tonsky.me",learn;think,minimal_static,,,,"Nikita Prokopov's exacting essays on software quality and why modern apps feel broken.",false,"blog roll"
https://rachelbythebay.com/w/,"Rachel by the Bay",learn;think,minimal_static,,,,"Unvarnished operations war-stories in stark text — hard-won lessons from real systems.",false,"blog roll"
https://xeiaso.net,"Xe Iaso",learn;think,minimal_static,,,,"An indie engineer's blog mixing deep technical posts with a warm, distinctive voice.",false,"blog roll"
https://manuelmoreale.com,"Manuel Moreale",think;learn,minimal_static,,,,"Home of the 'People and Blogs' interview series celebrating the personal-website world.",false,"blog roll"
https://joelonsoftware.com,"Joel on Software",learn;think,minimal_static,,,,"Foundational essays on software and management that shaped a generation of developers.",false,"blog roll"
https://blog.codinghorror.com,"Coding Horror",learn;think,minimal_static,ghost,,,"Jeff Atwood's long-running blog on programming and the humans who do it.",false,"blog roll"
https://eev.ee,"fuzzy notepad",think;learn,minimal_static,,,,"Eevee's wide-ranging, personable writing on code, games and internet life.",false,"blog roll"
https://www.ribbonfarm.com,"Ribbonfarm",think,minimal_static,,,,"Venkatesh Rao's 'refactored perception' — dense, original essays on systems and culture.",false,"think web"
https://meltingasphalt.com,"Melting Asphalt",think,minimal_static,,,,"Kevin Simler's unusually deep essays on human behaviour, ritual and self-deception.",false,"think web"
https://slimemoldtimemold.com,"Slime Mold Time Mold",think;learn,minimal_static,wordpress,,,"Anonymous collective writing playful, rigorous investigations into science's weird corners.",false,"think web"
https://fs.blog,"Farnam Street",learn;think,modern_indie,,,,"A well-organised library of mental models and clear-thinking essays.",false,"think web"
https://marginalrevolution.com,"Marginal Revolution",think;learn,minimal_static,,,,"Two economists' relentless daily blog of ideas, links and contrarian takes.",false,"think web"
https://slatestarcodex.com,"Slate Star Codex",think,minimal_static,,,,"The archived home of some of the most-discussed rationalist essays on the internet.",false,"think web"
https://www.quantamagazine.org,"Quanta Magazine",learn;think,modern_indie,,,,"Award-winning, genuinely rigorous journalism on maths, physics and biology.",false,"science web"
https://nautil.us,"Nautilus",learn;think,modern_indie,nextjs,,dynamic,"A science magazine that reads like literature, connecting big ideas across fields.",false,"science web"
